"CIRCOSCRIZIONE","COLLEGIO_UNINOMINALE","DESCR_LISTA","CANDIDATO"
"ABRUZZO","ABRUZZO - U01","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","LAURA  LEONE"
"ABRUZZO","ABRUZZO - U01","FORZA ITALIA","GUIDO QUINTINO LIRIS"
"ABRUZZO","ABRUZZO - U01","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","GUIDO QUINTINO LIRIS"
"ABRUZZO","ABRUZZO - U01","FRATELLI D'ITALIA CON GIORGIA MELONI","GUIDO QUINTINO LIRIS"
"ABRUZZO","ABRUZZO - U01","LEGA PER SALVINI PREMIER","GUIDO QUINTINO LIRIS"
"ABRUZZO","ABRUZZO - U01","AZIONE - ITALIA VIVA - CALENDA","GIANFRANCO CLAUDIO FELICE GIULIANTE"
"ABRUZZO","ABRUZZO - U01","VITA","NINO BRUNO"
"MOLISE","MOLISE - U01","MOVIMENTO 5 STELLE","OTTAVIO ANTONIO BALDUCCI"
"MOLISE","MOLISE - U01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ROSSELLA GIANFAGNA"
"MOLISE","MOLISE - U01","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ROSSELLA GIANFAGNA"
"MOLISE","MOLISE - U01","+EUROPA","ROSSELLA GIANFAGNA"
"MOLISE","MOLISE - U01","ALLEANZA VERDI E SINISTRA","ROSSELLA GIANFAGNA"
"MOLISE","MOLISE - U01","FRATELLI D'ITALIA CON GIORGIA MELONI","CLAUDIO LOTITO"
"MOLISE","MOLISE - U01","FORZA ITALIA","CLAUDIO LOTITO"
"MOLISE","MOLISE - U01","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","CLAUDIO LOTITO"
"MOLISE","MOLISE - U01","LEGA PER SALVINI PREMIER","CLAUDIO LOTITO"
"MOLISE","MOLISE - U01","ITALIA SOVRANA E POPOLARE","NICOLA LANZA"
"MOLISE","MOLISE - U01","AZIONE - ITALIA VIVA - CALENDA","CARLA GIAMMARIA"
"MOLISE","MOLISE - U01","UNIONE POPOLARE CON DE MAGISTRIS","ROSSANO PAZZAGLI"
"MOLISE","MOLISE - U01","MASTELLA NOI DI CENTRO EUROPEISTI","ANTONIO VISCO"
"CAMPANIA","CAMPANIA - U04","UNIONE POPOLARE CON DE MAGISTRIS","ELENA COCCIA"
"CAMPANIA","CAMPANIA - U04","+EUROPA","VALERIA VALENTE"
"CAMPANIA","CAMPANIA - U04","ALLEANZA VERDI E SINISTRA","VALERIA VALENTE"
"CAMPANIA","CAMPANIA - U04","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","VALERIA VALENTE"
"CAMPANIA","CAMPANIA - U04","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","VALERIA VALENTE"
"CAMPANIA","CAMPANIA - U04","ITALEXIT PER L'ITALIA","ANGELA NITTOLO"
"CAMPANIA","CAMPANIA - U04","MOVIMENTO 5 STELLE","ADA LOPREIATO"
"CAMPANIA","CAMPANIA - U04","FORZA ITALIA","STEFANO CALDORO"
"CAMPANIA","CAMPANIA - U04","LEGA PER SALVINI PREMIER","STEFANO CALDORO"
"CAMPANIA","CAMPANIA - U04","FRATELLI D'ITALIA CON GIORGIA MELONI","STEFANO CALDORO"
"CAMPANIA","CAMPANIA - U04","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","STEFANO CALDORO"
"CAMPANIA","CAMPANIA - U04","MASTELLA NOI DI CENTRO EUROPEISTI","MARIA GRAZIA CAMMAROTA"
"CAMPANIA","CAMPANIA - U04","AZIONE - ITALIA VIVA - CALENDA","GIUSEPPE RUSSO"
"CAMPANIA","CAMPANIA - U05","UNIONE POPOLARE CON DE MAGISTRIS","ANNA ORGANO DETTA ARIANNA"
"CAMPANIA","CAMPANIA - U05","+EUROPA","DAVIDE CRIPPA"
"CAMPANIA","CAMPANIA - U05","ALLEANZA VERDI E SINISTRA","DAVIDE CRIPPA"
"CAMPANIA","CAMPANIA - U05","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","DAVIDE CRIPPA"
"CAMPANIA","CAMPANIA - U05","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","DAVIDE CRIPPA"
"CAMPANIA","CAMPANIA - U05","ITALEXIT PER L'ITALIA","MARIA ABATE"
"CAMPANIA","CAMPANIA - U05","MOVIMENTO 5 STELLE","MARIA DOMENICA CASTELLONE"
"CAMPANIA","CAMPANIA - U05","FORZA ITALIA","ELENA SCARLATO"
"CAMPANIA","CAMPANIA - U05","LEGA PER SALVINI PREMIER","ELENA SCARLATO"
"CAMPANIA","CAMPANIA - U05","FRATELLI D'ITALIA CON GIORGIA MELONI","ELENA SCARLATO"
"CAMPANIA","CAMPANIA - U05","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ELENA SCARLATO"
"CAMPANIA","CAMPANIA - U05","MASTELLA NOI DI CENTRO EUROPEISTI","GIUSEPPE BARRA"
"CAMPANIA","CAMPANIA - U05","AZIONE - ITALIA VIVA - CALENDA","VITTORIA CRISTIANO"
"CAMPANIA","CAMPANIA - U06","UNIONE POPOLARE CON DE MAGISTRIS","CLEMENTINA SASSO"
"CAMPANIA","CAMPANIA - U06","+EUROPA","ELEONORA DI NOCERA DETTA NORA"
"CAMPANIA","CAMPANIA - U06","ALLEANZA VERDI E SINISTRA","ELEONORA DI NOCERA DETTA NORA"
"CAMPANIA","CAMPANIA - U06","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ELEONORA DI NOCERA DETTA NORA"
"CAMPANIA","CAMPANIA - U06","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ELEONORA DI NOCERA DETTA NORA"
"CAMPANIA","CAMPANIA - U06","ITALEXIT PER L'ITALIA","SALVATORE CARAVIELLO"
"CAMPANIA","CAMPANIA - U06","MOVIMENTO 5 STELLE","ORFEO MAZZELLA"
"CAMPANIA","CAMPANIA - U06","FORZA ITALIA","GIUSEPPINA CASTIELLO"
"CAMPANIA","CAMPANIA - U06","LEGA PER SALVINI PREMIER","GIUSEPPINA CASTIELLO"
"CAMPANIA","CAMPANIA - U06","FRATELLI D'ITALIA CON GIORGIA MELONI","GIUSEPPINA CASTIELLO"
"CAMPANIA","CAMPANIA - U06","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","GIUSEPPINA CASTIELLO"
"CAMPANIA","CAMPANIA - U06","MASTELLA NOI DI CENTRO EUROPEISTI","STEFANIA ROSSI"
"CAMPANIA","CAMPANIA - U06","AZIONE - ITALIA VIVA - CALENDA","MARIO SCOGNAMIGLIO"
"CAMPANIA","CAMPANIA - U07","UNIONE POPOLARE CON DE MAGISTRIS","FRANCESCO BRUNO"
"CAMPANIA","CAMPANIA - U07","+EUROPA","LEONARDO IMPEGNO"
"CAMPANIA","CAMPANIA - U07","ALLEANZA VERDI E SINISTRA","LEONARDO IMPEGNO"
"CAMPANIA","CAMPANIA - U07","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","LEONARDO IMPEGNO"
"CAMPANIA","CAMPANIA - U07","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","LEONARDO IMPEGNO"
"CAMPANIA","CAMPANIA - U07","ITALEXIT PER L'ITALIA","NICOLA MASSIMO"
"CAMPANIA","CAMPANIA - U07","MOVIMENTO 5 STELLE","RAFFAELE DE ROSA"
"CAMPANIA","CAMPANIA - U07","FORZA ITALIA","CLAUDIO BARBARO"
"CAMPANIA","CAMPANIA - U07","LEGA PER SALVINI PREMIER","CLAUDIO BARBARO"
"CAMPANIA","CAMPANIA - U07","FRATELLI D'ITALIA CON GIORGIA MELONI","CLAUDIO BARBARO"
"CAMPANIA","CAMPANIA - U07","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","CLAUDIO BARBARO"
"CAMPANIA","CAMPANIA - U07","MASTELLA NOI DI CENTRO EUROPEISTI","PIA FEDI"
"CAMPANIA","CAMPANIA - U07","AZIONE - ITALIA VIVA - CALENDA","ANNARITA DI PALMA"
"CAMPANIA","CAMPANIA - U01","UNIONE POPOLARE CON DE MAGISTRIS","RENATO DELLE FEMMINE"
"CAMPANIA","CAMPANIA - U01","+EUROPA","TOMMASO DE SIMONE"
"CAMPANIA","CAMPANIA - U01","ALLEANZA VERDI E SINISTRA","TOMMASO DE SIMONE"
"CAMPANIA","CAMPANIA - U01","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","TOMMASO DE SIMONE"
"CAMPANIA","CAMPANIA - U01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","TOMMASO DE SIMONE"
"CAMPANIA","CAMPANIA - U01","ITALEXIT PER L'ITALIA","LETIZIA  D'ONOFRIO"
"CAMPANIA","CAMPANIA - U01","MOVIMENTO 5 STELLE","ANTONIO DEL MONACO"
"CAMPANIA","CAMPANIA - U01","FORZA ITALIA","GIOVANNA PETRENGA"
"CAMPANIA","CAMPANIA - U01","LEGA PER SALVINI PREMIER","GIOVANNA PETRENGA"
"CAMPANIA","CAMPANIA - U01","FRATELLI D'ITALIA CON GIORGIA MELONI","GIOVANNA PETRENGA"
"CAMPANIA","CAMPANIA - U01","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","GIOVANNA PETRENGA"
"CAMPANIA","CAMPANIA - U01","MASTELLA NOI DI CENTRO EUROPEISTI","MICHELE DI STASIO"
"CAMPANIA","CAMPANIA - U01","AZIONE - ITALIA VIVA - CALENDA","OVIDIO MARZAIOLI"
"CAMPANIA","CAMPANIA - U02","UNIONE POPOLARE CON DE MAGISTRIS","TIZIANA SALVETTI"
"CAMPANIA","CAMPANIA - U02","+EUROPA","CARLO IANNACE"
"CAMPANIA","CAMPANIA - U02","ALLEANZA VERDI E SINISTRA","CARLO IANNACE"
"CAMPANIA","CAMPANIA - U02","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","CARLO IANNACE"
"CAMPANIA","CAMPANIA - U02","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","CARLO IANNACE"
"CAMPANIA","CAMPANIA - U02","ITALEXIT PER L'ITALIA","TERESA CAPUTO"
"CAMPANIA","CAMPANIA - U02","MOVIMENTO 5 STELLE","MAURA SARNO"
"CAMPANIA","CAMPANIA - U02","FORZA ITALIA","GIULIA COSENZA"
"CAMPANIA","CAMPANIA - U02","LEGA PER SALVINI PREMIER","GIULIA COSENZA"
"CAMPANIA","CAMPANIA - U02","FRATELLI D'ITALIA CON GIORGIA MELONI","GIULIA COSENZA"
"CAMPANIA","CAMPANIA - U02","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","GIULIA COSENZA"
"CAMPANIA","CAMPANIA - U02","MASTELLA NOI DI CENTRO EUROPEISTI","ARMANDO ROCCO"
"CAMPANIA","CAMPANIA - U02","AZIONE - ITALIA VIVA - CALENDA","FRANCESCA MITE"
"CAMPANIA","CAMPANIA - U03","UNIONE POPOLARE CON DE MAGISTRIS","LORENZO FORTE"
"CAMPANIA","CAMPANIA - U03","+EUROPA","ANNA PETRONE"
"CAMPANIA","CAMPANIA - U03","ALLEANZA VERDI E SINISTRA","ANNA PETRONE"
"CAMPANIA","CAMPANIA - U03","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ANNA PETRONE"
"CAMPANIA","CAMPANIA - U03","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ANNA PETRONE"
"CAMPANIA","CAMPANIA - U03","ITALEXIT PER L'ITALIA","GIOVANNI GOLINO"
"CAMPANIA","CAMPANIA - U03","MOVIMENTO 5 STELLE","FRANCESCO CASTIELLO"
"CAMPANIA","CAMPANIA - U03","FORZA ITALIA","ANTONIO IANNONE"
"CAMPANIA","CAMPANIA - U03","LEGA PER SALVINI PREMIER","ANTONIO IANNONE"
"CAMPANIA","CAMPANIA - U03","FRATELLI D'ITALIA CON GIORGIA MELONI","ANTONIO IANNONE"
"CAMPANIA","CAMPANIA - U03","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ANTONIO IANNONE"
"CAMPANIA","CAMPANIA - U03","MASTELLA NOI DI CENTRO EUROPEISTI","ANTONIO PIERRI"
"CAMPANIA","CAMPANIA - U03","AZIONE - ITALIA VIVA - CALENDA","LUIGI CASCIELLO"
"PUGLIA","PUGLIA - U01","FRATELLI D'ITALIA CON GIORGIA MELONI","ANNA MARIA FALLUCCHI"
"PUGLIA","PUGLIA - U01","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ANNA MARIA FALLUCCHI"
"PUGLIA","PUGLIA - U01","LEGA PER SALVINI PREMIER","ANNA MARIA FALLUCCHI"
"PUGLIA","PUGLIA - U01","FORZA ITALIA","ANNA MARIA FALLUCCHI"
"PUGLIA","PUGLIA - U01","AZIONE - ITALIA VIVA - CALENDA","LORENZO FRATTAROLO"
"PUGLIA","PUGLIA - U01","UNIONE POPOLARE CON DE MAGISTRIS","ELENA INCORONATA PALLARA"
"PUGLIA","PUGLIA - U01","MOVIMENTO 5 STELLE","GISELLA NATURALE"
"PUGLIA","PUGLIA - U01","ITALEXIT PER L'ITALIA","VALENTINA BRATTI"
"PUGLIA","PUGLIA - U01","+EUROPA","TERESA CICOLELLA"
"PUGLIA","PUGLIA - U01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","TERESA CICOLELLA"
"PUGLIA","PUGLIA - U01","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","TERESA CICOLELLA"
"PUGLIA","PUGLIA - U01","ALLEANZA VERDI E SINISTRA","TERESA CICOLELLA"
"PUGLIA","PUGLIA - U01","SUD CHIAMA NORD","COMINGIO ROSSI"
"PUGLIA","PUGLIA - U01","PARTITO COMUNISTA ITALIANO","VINCENZO SINISI"
"PUGLIA","PUGLIA - U01","VITA","PAOLA  ANGELA PATERA"
"PUGLIA","PUGLIA - U01","ITALIA SOVRANA E POPOLARE","COSIMO MASSARO"
"PUGLIA","PUGLIA - U01","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","ANNA FORTUNATO"
"PUGLIA","PUGLIA - U02","FRATELLI D'ITALIA CON GIORGIA MELONI","FRANCESCO PAOLO SISTO"
"PUGLIA","PUGLIA - U02","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","FRANCESCO PAOLO SISTO"
"PUGLIA","PUGLIA - U02","LEGA PER SALVINI PREMIER","FRANCESCO PAOLO SISTO"
"PUGLIA","PUGLIA - U02","FORZA ITALIA","FRANCESCO PAOLO SISTO"
"PUGLIA","PUGLIA - U02","AZIONE - ITALIA VIVA - CALENDA","STEFANIA D'ADDATO"
"PUGLIA","PUGLIA - U02","UNIONE POPOLARE CON DE MAGISTRIS","FRANCO BARTOLOMEI"
"PUGLIA","PUGLIA - U02","MOVIMENTO 5 STELLE","MICHELE CORATELLA"
"PUGLIA","PUGLIA - U02","ITALEXIT PER L'ITALIA","PASQUALE  SIMONE"
"PUGLIA","PUGLIA - U02","+EUROPA","DOMENICO LOMELO"
"PUGLIA","PUGLIA - U02","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","DOMENICO LOMELO"
"PUGLIA","PUGLIA - U02","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","DOMENICO LOMELO"
"PUGLIA","PUGLIA - U02","ALLEANZA VERDI E SINISTRA","DOMENICO LOMELO"
"PUGLIA","PUGLIA - U02","SUD CHIAMA NORD","DEBORA GRAZIANO"
"PUGLIA","PUGLIA - U02","PARTITO COMUNISTA ITALIANO","ALESSANDRO MASSAFRA"
"PUGLIA","PUGLIA - U02","VITA","GIANCARLO VINCITORIO"
"PUGLIA","PUGLIA - U02","ITALIA SOVRANA E POPOLARE","NICOLA  DI GENNARO"
"PUGLIA","PUGLIA - U02","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","TERESA TRITTO"
"PUGLIA","PUGLIA - U03","FRATELLI D'ITALIA CON GIORGIA MELONI","FILIPPO MELCHIORRE"
"PUGLIA","PUGLIA - U03","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","FILIPPO MELCHIORRE"
"PUGLIA","PUGLIA - U03","LEGA PER SALVINI PREMIER","FILIPPO MELCHIORRE"
"PUGLIA","PUGLIA - U03","FORZA ITALIA","FILIPPO MELCHIORRE"
"PUGLIA","PUGLIA - U03","AZIONE - ITALIA VIVA - CALENDA","NUNZIA CINONE"
"PUGLIA","PUGLIA - U03","UNIONE POPOLARE CON DE MAGISTRIS","PATRIZIA ANGELA ROMANA CARLUCCI"
"PUGLIA","PUGLIA - U03","MOVIMENTO 5 STELLE","MARIA LA GHEZZA"
"PUGLIA","PUGLIA - U03","ITALEXIT PER L'ITALIA","CAMILLA CAMPANELLA"
"PUGLIA","PUGLIA - U03","+EUROPA","MICHELE NITTI"
"PUGLIA","PUGLIA - U03","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MICHELE NITTI"
"PUGLIA","PUGLIA - U03","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MICHELE NITTI"
"PUGLIA","PUGLIA - U03","ALLEANZA VERDI E SINISTRA","MICHELE NITTI"
"PUGLIA","PUGLIA - U03","SUD CHIAMA NORD","LUCIA PARTIPILO"
"PUGLIA","PUGLIA - U03","PARTITO COMUNISTA ITALIANO","DONATA ALBERGO DETTA DONATELLA"
"PUGLIA","PUGLIA - U03","VITA","CARLO ZEULI"
"PUGLIA","PUGLIA - U03","ITALIA SOVRANA E POPOLARE","NICOLA SIGNORILE"
"PUGLIA","PUGLIA - U03","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","BIAGIO CANTATORE"
"PUGLIA","PUGLIA - U04","FRATELLI D'ITALIA CON GIORGIA MELONI","VITA MARIA NOCCO"
"PUGLIA","PUGLIA - U04","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","VITA MARIA NOCCO"
"PUGLIA","PUGLIA - U04","LEGA PER SALVINI PREMIER","VITA MARIA NOCCO"
"PUGLIA","PUGLIA - U04","FORZA ITALIA","VITA MARIA NOCCO"
"PUGLIA","PUGLIA - U04","AZIONE - ITALIA VIVA - CALENDA","NICOLA  BRUNI"
"PUGLIA","PUGLIA - U04","UNIONE POPOLARE CON DE MAGISTRIS","ANGELO LEO"
"PUGLIA","PUGLIA - U04","MOVIMENTO 5 STELLE","ROBERTO FUSCO"
"PUGLIA","PUGLIA - U04","ITALEXIT PER L'ITALIA","MICHELA DISTRATIS"
"PUGLIA","PUGLIA - U04","+EUROPA","MARIA GRAZIA CASCARANO"
"PUGLIA","PUGLIA - U04","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MARIA GRAZIA CASCARANO"
"PUGLIA","PUGLIA - U04","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MARIA GRAZIA CASCARANO"
"PUGLIA","PUGLIA - U04","ALLEANZA VERDI E SINISTRA","MARIA GRAZIA CASCARANO"
"PUGLIA","PUGLIA - U04","SUD CHIAMA NORD","ERASMO GIOVE"
"PUGLIA","PUGLIA - U04","PARTITO COMUNISTA ITALIANO","GABRIELE ANNESE"
"PUGLIA","PUGLIA - U04","VITA","ALBERTO LAZZARO"
"PUGLIA","PUGLIA - U04","ITALIA SOVRANA E POPOLARE","ROSA MARGIOTTA"
"PUGLIA","PUGLIA - U04","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","ALESSANDRO GENTILE"
"PUGLIA","PUGLIA - U05","FRATELLI D'ITALIA CON GIORGIA MELONI","ROBERTO MARTI"
"PUGLIA","PUGLIA - U05","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ROBERTO MARTI"
"PUGLIA","PUGLIA - U05","LEGA PER SALVINI PREMIER","ROBERTO MARTI"
"PUGLIA","PUGLIA - U05","FORZA ITALIA","ROBERTO MARTI"
"PUGLIA","PUGLIA - U05","AZIONE - ITALIA VIVA - CALENDA","ALFREDO PAGLIARO"
"PUGLIA","PUGLIA - U05","UNIONE POPOLARE CON DE MAGISTRIS","DUILIO COSIMO ROMANELLO"
"PUGLIA","PUGLIA - U05","MOVIMENTO 5 STELLE","ANTONIO SALVATORE TREVISI"
"PUGLIA","PUGLIA - U05","ITALEXIT PER L'ITALIA","RAFFAELE CESARIO"
"PUGLIA","PUGLIA - U05","+EUROPA","PIETRO LUIGI LOPALCO"
"PUGLIA","PUGLIA - U05","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","PIETRO LUIGI LOPALCO"
"PUGLIA","PUGLIA - U05","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","PIETRO LUIGI LOPALCO"
"PUGLIA","PUGLIA - U05","ALLEANZA VERDI E SINISTRA","PIETRO LUIGI LOPALCO"
"PUGLIA","PUGLIA - U05","SUD CHIAMA NORD","ETTORE MARINELLI"
"PUGLIA","PUGLIA - U05","PARTITO COMUNISTA ITALIANO","ADA DONNO"
"PUGLIA","PUGLIA - U05","VITA","GIOVANNA SPINELLI"
"PUGLIA","PUGLIA - U05","ITALIA SOVRANA E POPOLARE","GRAZIA MAREMONTI"
"PUGLIA","PUGLIA - U05","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","PASQUALINA IMPERIALE"
"BASILICATA","BASILICATA - U01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","IGNAZIO PETRONE"
"BASILICATA","BASILICATA - U01","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","IGNAZIO PETRONE"
"BASILICATA","BASILICATA - U01","ALLEANZA VERDI E SINISTRA","IGNAZIO PETRONE"
"BASILICATA","BASILICATA - U01","+EUROPA","IGNAZIO PETRONE"
"BASILICATA","BASILICATA - U01","PARTITO COMUNISTA ITALIANO","ANTONIO PALLOTTINO"
"BASILICATA","BASILICATA - U01","LEGA PER SALVINI PREMIER","MARIA ELISABETTA ALBERTI CASELLATI"
"BASILICATA","BASILICATA - U01","FRATELLI D'ITALIA CON GIORGIA MELONI","MARIA ELISABETTA ALBERTI CASELLATI"
"BASILICATA","BASILICATA - U01","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","MARIA ELISABETTA ALBERTI CASELLATI"
"BASILICATA","BASILICATA - U01","FORZA ITALIA","MARIA ELISABETTA ALBERTI CASELLATI"
"BASILICATA","BASILICATA - U01","UNIONE POPOLARE CON DE MAGISTRIS","GIOVANNI COLANGELO"
"BASILICATA","BASILICATA - U01","AZIONE - ITALIA VIVA - CALENDA","MARIANGELA GUERRA"
"BASILICATA","BASILICATA - U01","ITALIA SOVRANA E POPOLARE","MICHELE SIGNA"
"BASILICATA","BASILICATA - U01","MOVIMENTO 5 STELLE","ANTONIO MATERDOMINI"
"BASILICATA","BASILICATA - U01","ITALEXIT PER L'ITALIA","ROBERTO ROBILOTTA"
"BASILICATA","BASILICATA - U01","MASTELLA NOI DI CENTRO EUROPEISTI","PIERGIUSEPPE ANTONIO PECORARO"
"CALABRIA","CALABRIA - U01","SUD CHIAMA NORD","ROSSELLA ANDOLFO"
"CALABRIA","CALABRIA - U01","ITALEXIT PER L'ITALIA","KATARZYNA EDYTA BELBOT"
"CALABRIA","CALABRIA - U01","FORZA DEL POPOLO","MORENA DE LUCA"
"CALABRIA","CALABRIA - U01","VITA","PALMA QUARTAROLO"
"CALABRIA","CALABRIA - U01","ITALIA SOVRANA E POPOLARE","LUCIO SESSA"
"CALABRIA","CALABRIA - U01","FRATELLI D'ITALIA CON GIORGIA MELONI","ERNESTO RAPANI"
"CALABRIA","CALABRIA - U01","FORZA ITALIA","ERNESTO RAPANI"
"CALABRIA","CALABRIA - U01","LEGA PER SALVINI PREMIER","ERNESTO RAPANI"
"CALABRIA","CALABRIA - U01","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ERNESTO RAPANI"
"CALABRIA","CALABRIA - U01","UNIONE POPOLARE CON DE MAGISTRIS","UGO VETERE"
"CALABRIA","CALABRIA - U01","PARTITO COMUNISTA ITALIANO","ANTONIO MANFREDI"
"CALABRIA","CALABRIA - U01","MASTELLA NOI DI CENTRO EUROPEISTI","VITA LENTINI"
"CALABRIA","CALABRIA - U01","PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO","VINCENZO CERULLO"
"CALABRIA","CALABRIA - U01","+EUROPA","FRANCESCA DORATO"
"CALABRIA","CALABRIA - U01","ALLEANZA VERDI E SINISTRA","FRANCESCA DORATO"
"CALABRIA","CALABRIA - U01","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","FRANCESCA DORATO"
"CALABRIA","CALABRIA - U01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","FRANCESCA DORATO"
"CALABRIA","CALABRIA - U01","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","VINCENZO CHIARAMONTE"
"CALABRIA","CALABRIA - U01","MOVIMENTO 5 STELLE","MARIA SALADINO"
"CALABRIA","CALABRIA - U01","AZIONE - ITALIA VIVA - CALENDA","DANIELA FLAVIA VENTURA"
"CALABRIA","CALABRIA - U02","SUD CHIAMA NORD","ANTONINO BARTUCCIO"
"CALABRIA","CALABRIA - U02","ITALEXIT PER L'ITALIA","ERNESTO LAMANNA"
"CALABRIA","CALABRIA - U02","FORZA DEL POPOLO","ANTONIO GENNARO LA ROTONDA"
"CALABRIA","CALABRIA - U02","VITA","GIOVANNI GIANNUZZI"
"CALABRIA","CALABRIA - U02","ITALIA SOVRANA E POPOLARE","ANTONIA CONDEMI"
"CALABRIA","CALABRIA - U02","FRATELLI D'ITALIA CON GIORGIA MELONI","CLOTILDE MINASI"
"CALABRIA","CALABRIA - U02","FORZA ITALIA","CLOTILDE MINASI"
"CALABRIA","CALABRIA - U02","LEGA PER SALVINI PREMIER","CLOTILDE MINASI"
"CALABRIA","CALABRIA - U02","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","CLOTILDE MINASI"
"CALABRIA","CALABRIA - U02","UNIONE POPOLARE CON DE MAGISTRIS","ANGELINA ANTONIETTA MARTINO"
"CALABRIA","CALABRIA - U02","PARTITO COMUNISTA ITALIANO","ROSA POLITANO'"
"CALABRIA","CALABRIA - U02","MASTELLA NOI DI CENTRO EUROPEISTI","DOMENICO PENDOLINO"
"CALABRIA","CALABRIA - U02","PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO","MARISA GRECO"
"CALABRIA","CALABRIA - U02","+EUROPA","FRANCESCO PITARO"
"CALABRIA","CALABRIA - U02","ALLEANZA VERDI E SINISTRA","FRANCESCO PITARO"
"CALABRIA","CALABRIA - U02","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","FRANCESCO PITARO"
"CALABRIA","CALABRIA - U02","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","FRANCESCO PITARO"
"CALABRIA","CALABRIA - U02","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","ANTONELLA PERISSINOTTI BISONI"
"CALABRIA","CALABRIA - U02","MOVIMENTO 5 STELLE","GIUSEPPE AUDDINO"
"CALABRIA","CALABRIA - U02","AZIONE - ITALIA VIVA - CALENDA","AGOSTINO SIVIGLIA"
"SICILIA","SICILIA - U01","LEGA PER SALVINI PREMIER","MARIO BARBUTO"
"SICILIA","SICILIA - U01","FRATELLI D'ITALIA CON GIORGIA MELONI","MARIO BARBUTO"
