"CIRCOSCRIZIONE","COLLEGIO_UNINOMINALE","DESCR_LISTA","CANDIDATO"
"TOSCANA","TOSCANA - U02","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ANDREA MARCUCCI"
"TOSCANA","TOSCANA - U02","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ANDREA MARCUCCI"
"TOSCANA","TOSCANA - U02","+EUROPA","ANDREA MARCUCCI"
"TOSCANA","TOSCANA - U02","UNIONE POPOLARE CON DE MAGISTRIS","GIOVANNI BRUNO"
"TOSCANA","TOSCANA - U02","VITA","SABRINA GIOVANNONI"
"TOSCANA","TOSCANA - U02","PARTITO COMUNISTA ITALIANO","PATRIZIO ANDREOLI"
"TOSCANA","TOSCANA - U02","ITALEXIT PER L'ITALIA","CINZIA DEL BIGALLO"
"TOSCANA","TOSCANA - U02","FRATELLI D'ITALIA CON GIORGIA MELONI","MANFREDI POTENTI"
"TOSCANA","TOSCANA - U02","FORZA ITALIA","MANFREDI POTENTI"
"TOSCANA","TOSCANA - U02","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","MANFREDI POTENTI"
"TOSCANA","TOSCANA - U02","LEGA PER SALVINI PREMIER","MANFREDI POTENTI"
"TOSCANA","TOSCANA - U02","ITALIA SOVRANA E POPOLARE","GIOVANNI BACCIARDI"
"TOSCANA","TOSCANA - U03","MOVIMENTO 5 STELLE","MANUELA BELLANDI"
"TOSCANA","TOSCANA - U03","AZIONE - ITALIA VIVA - CALENDA","BARBARA MASINI"
"TOSCANA","TOSCANA - U03","ALLEANZA VERDI E SINISTRA","ANNA GRAZIANI"
"TOSCANA","TOSCANA - U03","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ANNA GRAZIANI"
"TOSCANA","TOSCANA - U03","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ANNA GRAZIANI"
"TOSCANA","TOSCANA - U03","+EUROPA","ANNA GRAZIANI"
"TOSCANA","TOSCANA - U03","UNIONE POPOLARE CON DE MAGISTRIS","RIGOLETTA VINCENTI"
"TOSCANA","TOSCANA - U03","VITA","MARCO SANTERO"
"TOSCANA","TOSCANA - U03","PARTITO COMUNISTA ITALIANO","DEBORA BIANCHINI"
"TOSCANA","TOSCANA - U03","ITALEXIT PER L'ITALIA","MONICA CASTRO PIVETTA"
"TOSCANA","TOSCANA - U03","FRATELLI D'ITALIA CON GIORGIA MELONI","PATRIZIO GIACOMO LA PIETRA"
"TOSCANA","TOSCANA - U03","FORZA ITALIA","PATRIZIO GIACOMO LA PIETRA"
"TOSCANA","TOSCANA - U03","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","PATRIZIO GIACOMO LA PIETRA"
"TOSCANA","TOSCANA - U03","LEGA PER SALVINI PREMIER","PATRIZIO GIACOMO LA PIETRA"
"TOSCANA","TOSCANA - U03","ITALIA SOVRANA E POPOLARE","DINA CIANELLI"
"TOSCANA","TOSCANA - U04","MOVIMENTO 5 STELLE","CLAUDIO CANTELLA"
"TOSCANA","TOSCANA - U04","AZIONE - ITALIA VIVA - CALENDA","STEFANIA SACCARDI"
"TOSCANA","TOSCANA - U04","ALLEANZA VERDI E SINISTRA","ILARIA CUCCHI"
"TOSCANA","TOSCANA - U04","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ILARIA CUCCHI"
"TOSCANA","TOSCANA - U04","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ILARIA CUCCHI"
"TOSCANA","TOSCANA - U04","+EUROPA","ILARIA CUCCHI"
"TOSCANA","TOSCANA - U04","UNIONE POPOLARE CON DE MAGISTRIS","FRANCESCA CONTI"
"TOSCANA","TOSCANA - U04","VITA","VANDA CIAIOLA"
"TOSCANA","TOSCANA - U04","PARTITO COMUNISTA ITALIANO","ANNAMARIA ZISA"
"TOSCANA","TOSCANA - U04","ITALEXIT PER L'ITALIA","GUGLIELMO MOSSUTO"
"TOSCANA","TOSCANA - U04","FRATELLI D'ITALIA CON GIORGIA MELONI","FEDERICA PICCHI"
"TOSCANA","TOSCANA - U04","FORZA ITALIA","FEDERICA PICCHI"
"TOSCANA","TOSCANA - U04","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","FEDERICA PICCHI"
"TOSCANA","TOSCANA - U04","LEGA PER SALVINI PREMIER","FEDERICA PICCHI"
"TOSCANA","TOSCANA - U04","ITALIA SOVRANA E POPOLARE","MAURIZIO ROMANI"
"ITALIA","VALLE D'AOSTA - U01","PARTITO COMUNISTA ITALIANO","GIOVANNI GUGLIELMO LERAY"
"ITALIA","VALLE D'AOSTA - U01","VALL?E D?AOSTE ? AUTONOMIE PROGR?S F?D?RALISME","PATRIK VESAN"
"ITALIA","VALLE D'AOSTA - U01","VALLE D'AOSTA APERTA","DARIA PULZ"
"ITALIA","VALLE D'AOSTA - U01","ITALIA SOVRANA E POPOLARE","ALESSANDRO BICHINI"
"ITALIA","VALLE D'AOSTA - U01","UNIONE POPOLARE CON DE MAGISTRIS","FRANCESCO, MARIA, GIUSEPPE, CARLO LUCAT"
"ITALIA","VALLE D'AOSTA - U01","LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA","NICOLETTA SPELGATTI"
"ITALIA","VALLE D'AOSTA - U01","VITA","LARISA BARGAN"
"ITALIA","VALLE D'AOSTA - U01","POUR L?AUTONOMIE ? PER L?AUTONOMIA","AUGUSTO ROLLANDIN"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U01","MOVIMENTO 5 STELLE","PAOLO MINOTTO"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U01","S?DTIROLER VOLKSPARTEI (SVP) - PATT","PATRIZIA PACE"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U01","ITALIA SOVRANA E POPOLARE","MATTIA MAISTRI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U01","UNIONE POPOLARE CON DE MAGISTRIS","VALERIA ALLOCATI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U01","CAMPOBASE - +EUROPA - ALLEANZA VERDI E SINISTRA ? PD - AZIONE-ITALIA VIVA","PIETRO PATTON"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U01","LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA","MARTINA LOSS"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U02","MOVIMENTO 5 STELLE","GIULIO ANGELINI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U02","VITA","SUSANNA FANTINI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U02","S?DTIROLER VOLKSPARTEI (SVP) - PATT","STEFANO BRESCIANI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U02","ITALIA SOVRANA E POPOLARE","GIOVANNA GIUGNI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U02","UNIONE POPOLARE CON DE MAGISTRIS","CLAUDIO DELLA VOLPE"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U02","CAMPOBASE - +EUROPA - ALLEANZA VERDI E SINISTRA ? PD - AZIONE-ITALIA VIVA","DONATELLA CONZATTI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U02","LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA","MICHAELA BIANCOFIORE"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U03","MOVIMENTO 5 STELLE","ROSA MICHELA RIZZI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U03","S?DTIROLER VOLKSPARTEI (SVP) - PATT","ROBERTA BERGAMO"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U03","ITALIA SOVRANA E POPOLARE","ROBERTO CAPPELLETTI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U03","UNIONE POPOLARE CON DE MAGISTRIS","GIULIANO PANTANO"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U03","CAMPOBASE - +EUROPA - ALLEANZA VERDI E SINISTRA ? PD - AZIONE-ITALIA VIVA","MICHELE SARTORI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U03","LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA","ELENA TESTOR"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U04","MOVIMENTO 5 STELLE","RENZO RONCAT"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U04","VITA","HANNES LOACKER"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U04","AZIONE - ITALIA VIVA - CALENDA","STEFANIA GANDER"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U04","S?DTIROLER VOLKSPARTEI (SVP) - PATT","MANFRED MAYR"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U04","PARTITO DEMOCRATICO - +EUROPA - ALLEANZA VERDI E SINISTRA","LUIGI SPAGNOLLI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U04","ITALIA SOVRANA E POPOLARE","IVO FIORENZA"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U04","UNIONE POPOLARE CON DE MAGISTRIS","MICHELANGELO ZANGHI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U04","LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA","MAURIZIO BOSATRA"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U04","DIE FREIHEITLICHEN","OTTO MAHLKNECHT"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U05","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","DANIELA ROSSI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U05","ALLEANZA VERDI E SINISTRA","MARLENE MESSNER"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U05","MOVIMENTO 5 STELLE","FRANCESCA MORRONE"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U05","VITA","SUSANNA SINGER"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U05","AZIONE - ITALIA VIVA - CALENDA","GIOVANNA VALENTINI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U05","S?DTIROLER VOLKSPARTEI (SVP) - PATT","JULIANE UNTERBERGER"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U05","TEAM K","MARKUS HAFNER"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U05","LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA","RITA MATTEI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U05","DIE FREIHEITLICHEN","SABINE ZODERER"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U06","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","RENATE PRADER"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U06","ALLEANZA VERDI E SINISTRA","HANS HEISS"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U06","MOVIMENTO 5 STELLE","MARKUS FALK"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U06","VITA","RUDOLF SCHOEPF"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U06","AZIONE - ITALIA VIVA - CALENDA","MASSIMO RAPI"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U06","S?DTIROLER VOLKSPARTEI (SVP) - PATT","MEINHARD DURNWALDER"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U06","TEAM K","MONIKA SENFTER"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U06","LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA","ANDREA CAUSIN"
"ITALIA","TRENTINO-ALTO ADIGE/S?DTIROL - U06","DIE FREIHEITLICHEN","ULLI MAIR"
"UMBRIA","UMBRIA - U01","ALLEANZA VERDI E SINISTRA","FEDERICO NOVELLI"
"UMBRIA","UMBRIA - U01","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","FEDERICO NOVELLI"
"UMBRIA","UMBRIA - U01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","FEDERICO NOVELLI"
"UMBRIA","UMBRIA - U01","+EUROPA","FEDERICO NOVELLI"
"UMBRIA","UMBRIA - U01","MOVIMENTO 5 STELLE","FEDERICO PASCULLI"
"UMBRIA","UMBRIA - U01","AZIONE - ITALIA VIVA - CALENDA","DONATELLA PORZI"
"UMBRIA","UMBRIA - U01","PARTITO COMUNISTA ITALIANO","CARLO ROMAGNOLI"
"UMBRIA","UMBRIA - U01","ITALEXIT PER L'ITALIA","ANGELO BALDINELLI"
"UMBRIA","UMBRIA - U01","ITALIA SOVRANA E POPOLARE","FRANCESCO SCIAMANNINI"
"UMBRIA","UMBRIA - U01","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","FRANCESCO ZAFFINI"
"UMBRIA","UMBRIA - U01","FRATELLI D'ITALIA CON GIORGIA MELONI","FRANCESCO ZAFFINI"
"UMBRIA","UMBRIA - U01","FORZA ITALIA","FRANCESCO ZAFFINI"
"UMBRIA","UMBRIA - U01","LEGA PER SALVINI PREMIER","FRANCESCO ZAFFINI"
"UMBRIA","UMBRIA - U01","UNIONE POPOLARE CON DE MAGISTRIS","AUGUSTO MANGONI"
"UMBRIA","UMBRIA - U01","VITA","MARINELLA GIULIETTI"
"MARCHE","MARCHE - U01","ITALIA SOVRANA E POPOLARE","FILIPPO PANNELLI"
"MARCHE","MARCHE - U01","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ELENA LEONARDI"
"MARCHE","MARCHE - U01","FORZA ITALIA","ELENA LEONARDI"
"MARCHE","MARCHE - U01","FRATELLI D'ITALIA CON GIORGIA MELONI","ELENA LEONARDI"
"MARCHE","MARCHE - U01","LEGA PER SALVINI PREMIER","ELENA LEONARDI"
"MARCHE","MARCHE - U01","ITALEXIT PER L'ITALIA","ANDREA SPALLETTI"
"MARCHE","MARCHE - U01","MOVIMENTO 5 STELLE","ROBERTO CATALDI"
"MARCHE","MARCHE - U01","UNIONE POPOLARE CON DE MAGISTRIS","ELENA COMPAGNUCCI"
"MARCHE","MARCHE - U01","PARTITO COMUNISTA ITALIANO","DANILO BERARDI"
"MARCHE","MARCHE - U01","VITA","GIULIANA VENTURINI"
"MARCHE","MARCHE - U01","+EUROPA","MIRELLA GATTARI"
"MARCHE","MARCHE - U01","ALLEANZA VERDI E SINISTRA","MIRELLA GATTARI"
"MARCHE","MARCHE - U01","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MIRELLA GATTARI"
"MARCHE","MARCHE - U01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MIRELLA GATTARI"
"MARCHE","MARCHE - U01","AZIONE - ITALIA VIVA - CALENDA","FABIO URBINATI"
"MARCHE","MARCHE - U01","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","CRISTIANA DI STEFANO"
"MARCHE","MARCHE - U02","ITALIA SOVRANA E POPOLARE","PAOLA RAPONI"
"MARCHE","MARCHE - U02","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ANTONIO DE POLI"
"MARCHE","MARCHE - U02","FORZA ITALIA","ANTONIO DE POLI"
"MARCHE","MARCHE - U02","FRATELLI D'ITALIA CON GIORGIA MELONI","ANTONIO DE POLI"
"MARCHE","MARCHE - U02","LEGA PER SALVINI PREMIER","ANTONIO DE POLI"
"MARCHE","MARCHE - U02","ITALEXIT PER L'ITALIA","EMANUELA MERLI"
"MARCHE","MARCHE - U02","MOVIMENTO 5 STELLE","SAMUELA MELINI"
"MARCHE","MARCHE - U02","UNIONE POPOLARE CON DE MAGISTRIS","MARCO BINI"
"MARCHE","MARCHE - U02","PARTITO COMUNISTA ITALIANO","STEFANIA SETTIMI"
"MARCHE","MARCHE - U02","VITA","MARCO PALANGHI"
"MARCHE","MARCHE - U02","+EUROPA","MARCO BENTIVOGLI"
"MARCHE","MARCHE - U02","ALLEANZA VERDI E SINISTRA","MARCO BENTIVOGLI"
"MARCHE","MARCHE - U02","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MARCO BENTIVOGLI"
"MARCHE","MARCHE - U02","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MARCO BENTIVOGLI"
"MARCHE","MARCHE - U02","AZIONE - ITALIA VIVA - CALENDA","ELENA FABBRI"
"MARCHE","MARCHE - U02","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","GABRIELE CINTI"
"LAZIO","LAZIO - U02","ITALIA SOVRANA E POPOLARE","MANUELA LOMEO"
"LAZIO","LAZIO - U02","FRATELLI D'ITALIA CON GIORGIA MELONI","LAVINIA MENNUNI"
"LAZIO","LAZIO - U02","FORZA ITALIA","LAVINIA MENNUNI"
"LAZIO","LAZIO - U02","LEGA PER SALVINI PREMIER","LAVINIA MENNUNI"
"LAZIO","LAZIO - U02","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","LAVINIA MENNUNI"
"LAZIO","LAZIO - U02","ITALEXIT PER L'ITALIA","BRUNA  MALASCHINI"
"LAZIO","LAZIO - U02","UNIONE POPOLARE CON DE MAGISTRIS","FRANCESCA ANNA PERRI"
"LAZIO","LAZIO - U02","VITA","CLAUDIA PAGANELLI"
"LAZIO","LAZIO - U02","AZIONE - ITALIA VIVA - CALENDA","CARLO CALENDA"
"LAZIO","LAZIO - U02","MOVIMENTO 5 STELLE","ALESSANDRA MAIORINO"
"LAZIO","LAZIO - U02","PARTITO COMUNISTA ITALIANO","BRUNO STERI"
"LAZIO","LAZIO - U02","+EUROPA","EMMA BONINO"
"LAZIO","LAZIO - U02","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","EMMA BONINO"
"LAZIO","LAZIO - U02","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","EMMA BONINO"
"LAZIO","LAZIO - U02","ALLEANZA VERDI E SINISTRA","EMMA BONINO"
"LAZIO","LAZIO - U02","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","MARIO ADINOLFI"
"LAZIO","LAZIO - U03","ITALIA SOVRANA E POPOLARE","ENZO PENNETTA"
"LAZIO","LAZIO - U03","FRATELLI D'ITALIA CON GIORGIA MELONI","GIULIA BONGIORNO"
"LAZIO","LAZIO - U03","FORZA ITALIA","GIULIA BONGIORNO"
"LAZIO","LAZIO - U03","LEGA PER SALVINI PREMIER","GIULIA BONGIORNO"
"LAZIO","LAZIO - U03","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","GIULIA BONGIORNO"
"LAZIO","LAZIO - U03","ITALEXIT PER L'ITALIA","FELICE ANDREA TOTARO"
"LAZIO","LAZIO - U03","UNIONE POPOLARE CON DE MAGISTRIS","MARIA VITTORIA MOLINARI"
"LAZIO","LAZIO - U03","VITA","CESARE FRENI"
"LAZIO","LAZIO - U03","AZIONE - ITALIA VIVA - CALENDA","LIVIA PANDOLFI"
"LAZIO","LAZIO - U03","MOVIMENTO 5 STELLE","GIUSEPPE CRACCHIOLO"
"LAZIO","LAZIO - U03","PARTITO COMUNISTA ITALIANO","LAURA BORGARUCCI"
"LAZIO","LAZIO - U03","+EUROPA","ANDREA CATARCI"
"LAZIO","LAZIO - U03","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ANDREA CATARCI"
"LAZIO","LAZIO - U03","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ANDREA CATARCI"
"LAZIO","LAZIO - U03","ALLEANZA VERDI E SINISTRA","ANDREA CATARCI"
"LAZIO","LAZIO - U03","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","CLAUDIO MATTEODA"
"LAZIO","LAZIO - U04","ITALIA SOVRANA E POPOLARE","MARZIA COLITTI"
"LAZIO","LAZIO - U04","FRATELLI D'ITALIA CON GIORGIA MELONI","ESTER MIELI"
"LAZIO","LAZIO - U04","FORZA ITALIA","ESTER MIELI"
"LAZIO","LAZIO - U04","LEGA PER SALVINI PREMIER","ESTER MIELI"
"LAZIO","LAZIO - U04","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ESTER MIELI"
"LAZIO","LAZIO - U04","ITALEXIT PER L'ITALIA","MARIO IMPROTA"
"LAZIO","LAZIO - U04","UNIONE POPOLARE CON DE MAGISTRIS","STEFANIA ALESSANDRINI"
"LAZIO","LAZIO - U04","VITA","GUERRINO FAIETA"
"LAZIO","LAZIO - U04","AZIONE - ITALIA VIVA - CALENDA","MARIA RITA IORIO"
"LAZIO","LAZIO - U04","MOVIMENTO 5 STELLE","GIULIA LUPO"
"LAZIO","LAZIO - U04","PARTITO COMUNISTA ITALIANO","CRISTINA CIRILLO"
"LAZIO","LAZIO - U04","+EUROPA","MONICA CIRINNA'"
"LAZIO","LAZIO - U04","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MONICA CIRINNA'"
"LAZIO","LAZIO - U04","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MONICA CIRINNA'"
"LAZIO","LAZIO - U04","ALLEANZA VERDI E SINISTRA","MONICA CIRINNA'"
"LAZIO","LAZIO - U04","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","ELEONORA ANTONUCCI"
"LAZIO","LAZIO - U01","ITALIA SOVRANA E POPOLARE","ANDREA ALQUATI"
"LAZIO","LAZIO - U01","FRATELLI D'ITALIA CON GIORGIA MELONI","CLAUDIO DURIGON"
"LAZIO","LAZIO - U01","FORZA ITALIA","CLAUDIO DURIGON"
"LAZIO","LAZIO - U01","LEGA PER SALVINI PREMIER","CLAUDIO DURIGON"
"LAZIO","LAZIO - U01","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","CLAUDIO DURIGON"
"LAZIO","LAZIO - U01","ITALEXIT PER L'ITALIA","PAOLO  CIPOLLONE"
"LAZIO","LAZIO - U01","UNIONE POPOLARE CON DE MAGISTRIS","IVANO PEDUZZI"
"LAZIO","LAZIO - U01","VITA","OMBRETTA DEL MONTE"
"LAZIO","LAZIO - U01","AZIONE - ITALIA VIVA - CALENDA","ALESSANDRO STERPA"
"LAZIO","LAZIO - U01","MOVIMENTO 5 STELLE","MASSIMO ERBETTI"
"LAZIO","LAZIO - U01","PARTITO COMUNISTA ITALIANO","ARNALDO MARCHETTI DETTO NANDO"
"LAZIO","LAZIO - U01","+EUROPA","ALESSANDRO MAZZOLI"
"LAZIO","LAZIO - U01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ALESSANDRO MAZZOLI"
"LAZIO","LAZIO - U01","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ALESSANDRO MAZZOLI"
"LAZIO","LAZIO - U01","ALLEANZA VERDI E SINISTRA","ALESSANDRO MAZZOLI"
"LAZIO","LAZIO - U01","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","MARIA RITA MARINETTI"
"LAZIO","LAZIO - U05","ITALIA SOVRANA E POPOLARE","EMANUELE DESSI'"
"LAZIO","LAZIO - U05","FRATELLI D'ITALIA CON GIORGIA MELONI","MARCO SILVESTRONI"
"LAZIO","LAZIO - U05","FORZA ITALIA","MARCO SILVESTRONI"
"LAZIO","LAZIO - U05","LEGA PER SALVINI PREMIER","MARCO SILVESTRONI"
"LAZIO","LAZIO - U05","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","MARCO SILVESTRONI"
"LAZIO","LAZIO - U05","ITALEXIT PER L'ITALIA","MONICA NOBILI"
"LAZIO","LAZIO - U05","UNIONE POPOLARE CON DE MAGISTRIS","MARCO BIZZONI"
"LAZIO","LAZIO - U05","VITA","CRISTIANO FUDULI"
"LAZIO","LAZIO - U05","AZIONE - ITALIA VIVA - CALENDA","ILEANA CATHIA PIAZZONI"
"LAZIO","LAZIO - U05","MOVIMENTO 5 STELLE","STEFANO CHIRICO"
"LAZIO","LAZIO - U05","PARTITO COMUNISTA ITALIANO","LUCIA ADDARIO"
"LAZIO","LAZIO - U05","+EUROPA","SERENA GARA"
"LAZIO","LAZIO - U05","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","SERENA GARA"
"LAZIO","LAZIO - U05","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","SERENA GARA"
"LAZIO","LAZIO - U05","ALLEANZA VERDI E SINISTRA","SERENA GARA"
"LAZIO","LAZIO - U05","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","PAOLA CALDARELLI"
"LAZIO","LAZIO - U06","ITALIA SOVRANA E POPOLARE","LUIGIA LOLLOBRIGIDA DETTA GINA"
"LAZIO","LAZIO - U06","FRATELLI D'ITALIA CON GIORGIA MELONI","CLAUDIO FAZZONE"
"LAZIO","LAZIO - U06","FORZA ITALIA","CLAUDIO FAZZONE"
"LAZIO","LAZIO - U06","LEGA PER SALVINI PREMIER","CLAUDIO FAZZONE"
"LAZIO","LAZIO - U06","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","CLAUDIO FAZZONE"
"LAZIO","LAZIO - U06","ITALEXIT PER L'ITALIA","MARIATERESA BELLOFATTO"
"LAZIO","LAZIO - U06","UNIONE POPOLARE CON DE MAGISTRIS","DOMENICO CARCONE"
"LAZIO","LAZIO - U06","VITA","VIOLETTA TOMASSETTI"
"LAZIO","LAZIO - U06","AZIONE - ITALIA VIVA - CALENDA","ADAMO PANTANO"
"LAZIO","LAZIO - U06","MOVIMENTO 5 STELLE","ANNA SACCHETTI"
"LAZIO","LAZIO - U06","PARTITO COMUNISTA ITALIANO","EDOARDO CASTELLUCCI"
"LAZIO","LAZIO - U06","+EUROPA","SERGIO MESSORE"
"LAZIO","LAZIO - U06","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","SERGIO MESSORE"
"LAZIO","LAZIO - U06","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","SERGIO MESSORE"
"LAZIO","LAZIO - U06","ALLEANZA VERDI E SINISTRA","SERGIO MESSORE"
"LAZIO","LAZIO - U06","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","ROCCO D'ETTORRE"
"ABRUZZO","ABRUZZO - U01","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MASSIMO CARUGNO"
"ABRUZZO","ABRUZZO - U01","ALLEANZA VERDI E SINISTRA","MASSIMO CARUGNO"
"ABRUZZO","ABRUZZO - U01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MASSIMO CARUGNO"
"ABRUZZO","ABRUZZO - U01","+EUROPA","MASSIMO CARUGNO"
"ABRUZZO","ABRUZZO - U01","MOVIMENTO 5 STELLE","ISIDORO GIANLUCA MALANDRA"
"ABRUZZO","ABRUZZO - U01","ITALIA SOVRANA E POPOLARE","GIANLUCA BALDINI"
"ABRUZZO","ABRUZZO - U01","ITALEXIT PER L'ITALIA","ALDO DI BACCO"
"ABRUZZO","ABRUZZO - U01","UNIONE POPOLARE CON DE MAGISTRIS","RAFFAELE D'AGATA"
