"REGIONE";"CIRCOSCRIZIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"COGNOME";"NOME";"VOTI_CANDIDATO";"LISTA";"VOTI_LISTA"
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"CIRIO";"ALBERTO";558,00;"LIBERTAS UDC - PPE";11,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"CHIAMPARINO";"SERGIO";152,00;"MODERATI PER CHIAMPARINO";9,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"CHIAMPARINO";"SERGIO";152,00;"LIBERI UGUALI VERDI";4,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"CHIAMPARINO";"SERGIO";152,00;"CHIAMPARINO PER IL PIEMONTE DEL SÌ";6,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"CHIAMPARINO";"SERGIO";152,00;"CHIAMPARINO SÌ DEMOS";1,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"CHIAMPARINO";"SERGIO";152,00;"+EUROPA SÌ TAV";7,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"CHIAMPARINO";"SERGIO";152,00;"PARTITO DEMOCRATICO";104,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"CHIAMPARINO";"SERGIO";152,00;"ITALIA IN COMUNE";0,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALLUVIONI PIOVERA";1835,00;877,00;860,00;448,00;14,00;"BOERO";"VALTER";4,00;"IL POPOLO DELLA FAMIGLIA";4,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"BERTOLA";"GIORGIO";18,00;"MOVIMENTO 5 STELLE";15,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"CIRIO";"ALBERTO";173,00;"LEGA SALVINI PIEMONTE";130,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"CIRIO";"ALBERTO";173,00;"SÌ TAV SÌ LAVORO PER IL PIEMONTE";4,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"CIRIO";"ALBERTO";173,00;"GIORGIA MELONI FRATELLI D'ITALIA";16,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"CIRIO";"ALBERTO";173,00;"FORZA ITALIA BERLUSCONI";17,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"CIRIO";"ALBERTO";173,00;"LIBERTAS UDC - PPE";1,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"CHIAMPARINO";"SERGIO";54,00;"MODERATI PER CHIAMPARINO";1,00
"PIEMONTE";"ALESSANDRIA";"ALESSANDRIA";"ALTAVILLA MONFERRATO";430,00;225,00;259,00;137,00;5,00;"CHIAMPARINO";"SERGIO";54,00;"LIBERI UGUALI VERDI";2,00
